"HPI for Three-Digit ZIP Codes (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,
,,,,,,
"* These annual ZIP3 indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. As discussed in the Working Paper 16-01, in cases where sample sizes are small for the three-digit ZIP Code area, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect the native three-digit ZIP index, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the first three digits of the ZIP code, Column B is the year, Column C is the annual change, Column D is the index value with a base of 100 when first recorded, Column E is the index value with a base of 100 in 1990, and Column F is the index value with a base of 100 in 2000. If a ZIP3 HPI has a missing value in Column D in 1990 or 2000 then the ZIP3 HPI will have blank values in Column E or F, respectively.",,,,,,
"** For tracking and feedback purposes, please cite Working Paper 16-01 when using these data. A suggested form is: Bogin, A., Doerner, W. and Larson, W. (2016). Local House Price Dynamics: New Indices and Stylized Facts. Federal Housing Finance Agency, Working Paper 16-01. The working paper is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,
"Last updated: February 23, 2017.",,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,
Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
920,1999,8.18,467.94,107.86,86.47,
920,2000,15.65,541.19,124.75,100.00,
920,2001,11.22,601.91,138.74,111.22,
920,2002,13.97,685.99,158.12,126.76,
920,2003,11.30,763.53,176.00,141.08,
920,2004,21.09,924.52,213.10,170.83,
920,2005,20.59,1114.88,256.98,206.01,
920,2006,3.97,1159.09,267.17,214.18,
920,2007,-5.66,1093.53,252.06,202.06,
920,2008,-16.94,908.24,209.35,167.82,
920,2009,-12.77,792.30,182.63,146.40,
920,2010,-1.15,783.17,180.52,144.71,
920,2011,-4.62,746.97,172.18,138.02,
920,2012,-0.04,746.63,172.10,137.96,
920,2013,10.96,828.44,190.96,153.08,
920,2014,12.82,934.67,215.44,172.71,
920,2015,4.14,973.37,224.36,179.86,
920,2016,7.29,1044.32,240.72,192.97,
921,1975,.,100.00,22.95,17.17,
921,1976,12.33,112.33,25.78,19.28,
921,1977,20.78,135.68,31.14,23.29,
921,1978,22.66,166.43,38.20,28.57,
921,1979,19.77,199.34,45.75,34.22,
921,1980,10.92,221.10,50.74,37.95,
921,1981,6.36,235.16,53.97,40.37,
921,1982,1.54,238.78,54.80,40.99,
921,1983,-0.95,236.51,54.28,40.60,
921,1984,3.48,244.73,56.17,42.01,
921,1985,5.28,257.66,59.13,44.23,
921,1986,6.77,275.11,63.14,47.22,
921,1987,7.95,296.99,68.16,50.98,
921,1988,14.98,341.48,78.37,58.62,
921,1989,22.07,416.86,95.67,71.56,
921,1990,4.53,435.72,100.00,74.79,
921,1991,-0.63,432.96,99.37,74.32,
921,1992,-0.99,428.67,98.38,73.58,
921,1993,-3.79,412.44,94.66,70.80,
921,1994,-2.18,403.44,92.59,69.25,
921,1995,-1.47,397.50,91.23,68.23,
921,1996,-0.24,396.54,91.01,68.07,
921,1997,3.04,408.61,93.78,70.14,
921,1998,10.34,450.85,103.47,77.39,
921,1999,8.55,489.40,112.32,84.01,
921,2000,19.04,582.57,133.70,100.00,
921,2001,12.27,654.05,150.11,112.27,
921,2002,14.36,747.94,171.66,128.39,
921,2003,11.47,833.77,191.35,143.12,
921,2004,21.22,1010.69,231.96,173.49,
921,2005,19.94,1212.18,278.20,208.08,
921,2006,2.91,1247.40,286.28,214.12,
921,2007,-5.11,1183.70,271.66,203.19,
921,2008,-14.62,1010.67,231.95,173.49,
921,2009,-8.92,920.56,211.27,158.02,
921,2010,0.49,925.04,212.30,158.79,
921,2011,-4.71,881.49,202.31,151.31,
921,2012,0.19,883.20,202.70,151.61,
921,2013,10.24,973.63,223.45,167.13,
921,2014,11.24,1083.07,248.57,185.91,
921,2015,3.77,1123.95,257.95,192.93,
921,2016,7.79,1211.53,278.05,207.96,
922,1975,.,100.00,30.35,26.27,
922,1976,10.96,110.96,33.68,29.15,
922,1977,20.91,134.16,40.72,35.24,
922,1978,26.18,169.28,51.38,44.47,
922,1979,24.59,210.91,64.01,55.40,
922,1980,7.21,226.10,68.62,59.39,
922,1981,4.00,235.15,71.37,61.77,
922,1982,9.63,257.81,78.24,67.72,
922,1983,-10.07,231.86,70.37,60.90,
922,1984,5.61,244.86,74.32,64.32,
922,1985,1.70,249.03,75.58,65.41,
922,1986,2.32,254.81,77.34,66.93,
922,1987,1.62,258.95,78.59,68.02,
922,1988,5.22,272.46,82.69,71.57,
922,1989,10.34,300.62,91.24,78.97,
922,1990,9.60,329.49,100.00,86.55,
922,1991,3.72,341.74,103.72,89.77,
922,1992,0.81,344.49,104.55,90.49,
922,1993,-3.08,333.89,101.34,87.71,
922,1994,-4.34,319.42,96.94,83.90,
922,1995,-4.31,305.66,92.77,80.29,
922,1996,-0.21,305.03,92.58,80.12,
922,1997,-0.12,304.67,92.47,80.03,
922,1998,6.83,325.47,98.78,85.49,
922,1999,4.80,341.09,103.52,89.59,
922,2000,11.61,380.70,115.54,100.00,
922,2001,10.74,421.60,127.96,110.74,
922,2002,8.24,456.34,138.50,119.87,
922,2003,9.73,500.75,151.98,131.53,
922,2004,22.41,612.98,186.04,161.01,
922,2005,28.18,785.69,238.46,206.38,
922,2006,11.41,875.37,265.68,229.94,
922,2007,-3.85,841.66,255.44,221.08,
922,2008,-22.87,649.18,197.03,170.52,
922,2009,-21.46,509.84,154.74,133.92,
922,2010,-7.98,469.14,142.39,123.23,
922,2011,-6.28,439.66,133.44,115.49,
922,2012,1.14,444.67,134.96,116.80,
922,2013,11.57,496.11,150.57,130.32,
922,2014,15.94,575.21,174.58,151.09,
922,2015,6.87,614.71,186.56,161.47,
922,2016,6.22,652.95,198.17,171.51,
923,1975,.,100.00,24.25,24.58,
923,1976,13.37,113.37,27.50,27.87,
923,1977,19.73,135.74,32.92,33.37,
923,1978,22.31,166.03,40.27,40.81,
923,1979,20.87,200.68,48.67,49.33,
923,1980,11.49,223.73,54.26,55.00,
923,1981,7.05,239.51,58.09,58.88,
923,1982,6.01,253.91,61.58,62.42,
923,1983,-4.49,242.51,58.82,59.62,
923,1984,2.96,249.69,60.56,61.38,
923,1985,2.70,256.42,62.19,63.04,
923,1986,6.04,271.92,65.95,66.84,
923,1987,5.87,287.87,69.82,70.77,
923,1988,9.59,315.49,76.52,77.56,
923,1989,17.66,371.22,90.03,91.25,
923,1990,11.07,412.31,100.00,101.36,
923,1991,2.65,423.24,102.65,104.04,
923,1992,-1.30,417.76,101.32,102.70,
923,1993,-4.58,398.61,96.68,97.99,
923,1994,-5.87,375.20,91.00,92.23,
923,1995,-7.21,348.14,84.44,85.58,
923,1996,-1.44,343.11,83.22,84.35,
923,1997,1.19,347.19,84.21,85.35,
923,1998,7.83,374.36,90.80,92.03,
923,1999,3.99,389.31,94.42,95.70,
923,2000,4.49,406.79,98.66,100.00,
923,2001,9.71,446.29,108.24,109.71,
923,2002,11.06,495.64,120.21,121.84,
923,2003,12.75,558.86,135.54,137.38,
923,2004,28.66,719.01,174.39,176.75,
923,2005,27.51,916.80,222.36,225.37,
923,2006,16.24,1065.67,258.46,261.97,
923,2007,-1.86,1045.81,253.65,257.09,
923,2008,-27.34,759.89,184.30,186.80,
923,2009,-27.85,548.26,132.97,134.78,
923,2010,-3.44,529.39,128.40,130.14,
923,2011,-5.25,501.57,121.65,123.30,
923,2012,0.19,502.54,121.88,123.54,
923,2013,15.04,578.11,140.21,142.12,
923,2014,20.21,694.94,168.55,170.84,
923,2015,6.74,741.81,179.91,182.36,
923,2016,7.49,797.35,193.38,196.01,
924,1976,.,100.00,31.26,29.55,
924,1977,19.93,119.93,37.48,35.43,
924,1978,17.75,141.21,44.14,41.72,
924,1979,12.66,159.09,49.72,47.00,
924,1980,15.73,184.11,57.54,54.40,
924,1981,11.70,205.65,64.28,60.76,
924,1982,-2.39,200.74,62.74,59.31,
924,1983,-8.93,182.81,57.14,54.01,
924,1984,11.25,203.37,63.57,60.09,
924,1985,-1.32,200.69,62.73,59.30,
924,1986,10.33,221.43,69.21,65.42,
924,1987,6.37,235.52,73.61,69.59,
924,1988,2.33,241.02,75.33,71.21,
924,1989,19.50,288.01,90.02,85.09,
924,1990,11.09,319.94,100.00,94.53,
924,1991,4.88,335.56,104.88,99.15,
924,1992,0.17,336.15,105.07,99.32,
924,1993,-4.16,322.18,100.70,95.19,
924,1994,-6.34,301.76,94.32,89.16,
924,1995,-5.98,283.73,88.68,83.83,
924,1996,-1.25,280.18,87.57,82.78,
924,1997,-1.19,276.85,86.53,81.80,
924,1998,10.16,304.97,95.32,90.11,
924,1999,6.28,324.12,101.31,95.77,
924,2000,4.42,338.46,105.79,100.00,
924,2001,8.48,367.15,114.76,108.48,
924,2002,11.09,407.85,127.48,120.50,
924,2003,14.05,465.15,145.39,137.43,
924,2004,31.04,609.55,190.52,180.10,
924,2005,28.37,782.49,244.57,231.19,
924,2006,19.93,938.40,293.30,277.26,
924,2007,0.49,943.00,294.74,278.62,
924,2008,-28.79,671.50,209.88,198.40,
924,2009,-34.90,437.12,136.62,129.15,
924,2010,-5.20,414.39,129.52,122.44,
924,2011,-1.58,407.84,127.47,120.50,
924,2012,0.87,411.38,128.58,121.55,
924,2013,17.29,482.50,150.81,142.56,
924,2014,22.56,591.36,184.83,174.72,
924,2015,9.41,647.00,202.22,191.16,
924,2016,8.83,704.13,220.08,208.04,
925,1975,.,100.00,25.89,25.49,
925,1976,10.77,110.77,28.68,28.23,
925,1977,22.93,136.17,35.26,34.70,
925,1978,19.13,162.21,42.00,41.34,
925,1979,9.76,178.04,46.10,45.37,
925,1980,13.24,201.60,52.20,51.38,
925,1981,13.76,229.35,59.38,58.45,
925,1982,1.04,231.73,60.00,59.06,
925,1983,-3.04,224.68,58.18,57.26,
925,1984,3.96,233.59,60.48,59.53,
925,1985,3.83,242.54,62.80,61.81,
925,1986,5.40,255.63,66.19,65.15,
925,1987,6.04,271.07,70.19,69.08,
925,1988,9.14,295.85,76.60,75.40,
925,1989,18.07,349.32,90.45,89.02,
925,1990,10.56,386.22,100.00,98.43,
925,1991,0.54,388.28,100.54,98.96,
925,1992,-2.43,378.85,98.09,96.55,
925,1993,-6.06,355.88,92.14,90.70,
925,1994,-6.76,331.81,85.91,84.56,
925,1995,-6.21,311.21,80.58,79.31,
925,1996,0.44,312.57,80.93,79.66,
925,1997,-0.08,312.31,80.86,79.59,
925,1998,9.46,341.84,88.51,87.12,
925,1999,5.77,361.57,93.62,92.15,
925,2000,8.52,392.38,101.60,100.00,
925,2001,9.89,431.21,111.65,109.89,
925,2002,12.65,485.76,125.77,123.80,
925,2003,13.58,551.75,142.86,140.61,
925,2004,26.20,696.30,180.29,177.45,
925,2005,23.08,857.03,221.90,218.42,
925,2006,11.84,958.48,248.17,244.27,
925,2007,-3.04,929.33,240.62,236.84,
925,2008,-31.61,635.56,164.56,161.98,
925,2009,-26.31,468.35,121.27,119.36,
925,2010,0.75,471.88,122.18,120.26,
925,2011,-3.62,454.82,117.76,115.91,
925,2012,0.83,458.59,118.74,116.87,
925,2013,16.92,536.19,138.83,136.65,
925,2014,19.54,640.94,165.95,163.35,
925,2015,5.89,678.67,175.72,172.96,
925,2016,7.47,729.34,188.84,185.87,
926,1975,.,100.00,20.64,17.21,
926,1976,17.77,117.77,24.31,20.26,
926,1977,27.01,149.58,30.87,25.74,
926,1978,13.48,169.74,35.03,29.21,
926,1979,14.05,193.59,39.95,33.31,
926,1980,18.09,228.61,47.18,39.33,
926,1981,13.12,258.60,53.37,44.49,
926,1982,3.56,267.80,55.27,46.08,
926,1983,0.73,269.76,55.67,46.41,
926,1984,0.47,271.01,55.93,46.63,
926,1985,2.29,277.22,57.21,47.70,
926,1986,5.15,291.49,60.16,50.15,
926,1987,8.87,317.34,65.49,54.60,
926,1988,20.35,381.91,78.82,65.71,
926,1989,25.30,478.52,98.76,82.33,
926,1990,1.26,484.55,100.00,83.37,
926,1991,-2.82,470.88,97.18,81.02,
926,1992,-1.27,464.91,95.95,79.99,
926,1993,-6.26,435.80,89.94,74.98,
926,1994,-3.84,419.05,86.48,72.10,
926,1995,-2.86,407.08,84.01,70.04,
926,1996,0.25,408.12,84.23,70.22,
926,1997,3.54,422.55,87.21,72.70,
926,1998,11.66,471.84,97.38,81.18,
926,1999,8.66,512.70,105.81,88.22,
926,2000,13.36,581.19,119.94,100.00,
926,2001,10.40,641.65,132.42,110.40,
926,2002,12.35,720.90,148.78,124.04,
926,2003,10.83,798.96,164.89,137.47,
926,2004,20.99,966.64,199.49,166.32,
926,2005,23.34,1192.29,246.06,205.15,
926,2006,10.46,1317.03,271.80,226.61,
926,2007,-3.86,1266.25,261.32,217.87,
926,2008,-13.54,1094.74,225.93,188.36,
926,2009,-9.11,995.03,205.35,171.20,
926,2010,-0.04,994.62,205.27,171.13,
926,2011,-4.14,953.41,196.76,164.04,
926,2012,0.00,953.43,196.77,164.05,
926,2013,10.00,1048.78,216.44,180.45,
926,2014,12.17,1176.45,242.79,202.42,
926,2015,3.56,1218.36,251.44,209.63,
926,2016,5.99,1291.34,266.50,222.19,
927,1975,.,100.00,20.29,17.94,
927,1976,19.39,119.39,24.22,21.42,
927,1977,24.90,149.11,30.26,26.75,
927,1978,14.85,171.26,34.75,30.72,
927,1979,11.41,190.80,38.71,34.23,
927,1980,17.95,225.04,45.66,40.37,
927,1981,12.77,253.79,51.49,45.53,
927,1982,1.59,257.81,52.31,46.25,
927,1983,1.06,260.55,52.87,46.74,
927,1984,1.22,263.71,53.51,47.31,
927,1985,4.31,275.07,55.81,49.35,
927,1986,5.94,291.40,59.13,52.28,
927,1987,9.04,317.74,64.47,57.00,
927,1988,19.56,379.89,77.08,68.15,
927,1989,24.22,471.90,95.75,84.66,
927,1990,4.44,492.85,100.00,88.42,
927,1991,-1.34,486.24,98.66,87.23,
927,1992,-1.82,477.41,96.87,85.65,
927,1993,-5.63,450.54,91.42,80.83,
927,1994,-4.86,428.65,86.97,76.90,
927,1995,-4.07,411.19,83.43,73.77,
927,1996,-0.32,409.86,83.16,73.53,
927,1997,1.92,417.74,84.76,74.94,
927,1998,9.81,458.71,93.07,82.29,
927,1999,7.76,494.31,100.30,88.68,
927,2000,12.76,557.41,113.10,100.00,
927,2001,11.51,621.57,126.12,111.51,
927,2002,13.89,707.90,143.63,127.00,
927,2003,11.64,790.29,160.35,141.78,
927,2004,23.83,978.63,198.57,175.57,
927,2005,25.28,1226.05,248.77,219.96,
927,2006,14.58,1404.77,285.03,252.02,
927,2007,-3.09,1361.30,276.21,244.22,
927,2008,-23.07,1047.28,212.50,187.88,
927,2009,-11.79,923.83,187.45,165.74,
927,2010,1.06,933.58,189.43,167.49,
927,2011,-3.21,903.63,183.35,162.11,
927,2012,0.17,905.19,183.67,162.39,
927,2013,10.02,995.85,202.06,178.66,
927,2014,12.78,1123.16,227.89,201.50,
927,2015,4.02,1168.36,237.06,209.61,
927,2016,6.53,1244.68,252.55,223.30,
928,1975,.,100.00,21.19,19.08,
928,1976,17.27,117.27,24.84,22.37,
928,1977,23.06,144.31,30.57,27.53,
928,1978,16.82,168.58,35.72,32.16,
928,1979,12.85,190.24,40.30,36.30,
928,1980,15.69,220.08,46.63,41.99,
928,1981,14.06,251.04,53.18,47.90,
928,1982,1.62,255.10,54.04,48.67,
928,1983,1.08,257.86,54.63,49.20,
928,1984,2.79,265.05,56.15,50.57,
928,1985,2.42,271.46,57.51,51.79,
928,1986,5.67,286.86,60.77,54.73,
928,1987,8.42,311.03,65.89,59.34,
928,1988,17.77,366.29,77.60,69.89,
928,1989,23.69,453.05,95.98,86.44,
928,1990,4.19,472.02,100.00,90.06,
928,1991,-1.98,462.69,98.02,88.28,
928,1992,-1.74,454.65,96.32,86.75,
928,1993,-5.94,427.63,90.59,81.59,
928,1994,-4.44,408.64,86.57,77.97,
928,1995,-3.73,393.40,83.34,75.06,
928,1996,-0.64,390.90,82.81,74.58,
928,1997,1.66,397.39,84.19,75.82,
928,1998,9.25,434.13,91.97,82.83,
928,1999,7.90,468.45,99.24,89.38,
928,2000,11.89,524.13,111.04,100.00,
928,2001,9.79,575.45,121.91,109.79,
928,2002,13.46,652.93,138.33,124.57,
928,2003,11.95,730.98,154.86,139.47,
928,2004,23.75,904.56,191.64,172.58,
928,2005,23.99,1121.56,237.61,213.99,
928,2006,12.83,1265.45,268.09,241.44,
928,2007,-4.35,1210.40,256.43,230.94,
928,2008,-20.84,958.17,202.99,182.81,
928,2009,-12.93,834.26,176.74,159.17,
928,2010,0.44,837.94,177.52,159.87,
928,2011,-4.47,800.47,169.58,152.72,
928,2012,-0.72,794.72,168.37,151.63,
928,2013,11.89,889.20,188.38,169.65,
928,2014,14.02,1013.86,214.79,193.44,
928,2015,3.45,1048.82,222.20,200.11,
928,2016,6.35,1115.38,236.30,212.81,
930,1975,.,100.00,17.56,15.66,
930,1976,22.19,122.19,21.46,19.13,
930,1977,23.19,150.53,26.43,23.57,
930,1978,19.64,180.09,31.62,28.19,
930,1979,14.80,206.75,36.31,32.37,
930,1980,18.21,244.39,42.92,38.26,
930,1981,7.28,262.17,46.04,41.04,
930,1982,3.56,271.52,47.68,42.51,
930,1983,4.34,283.30,49.75,44.35,
930,1984,4.41,295.81,51.94,46.31,
930,1985,6.22,314.21,55.17,49.19,
930,1986,7.94,339.15,59.55,53.09,
930,1987,10.17,373.65,65.61,58.49,
930,1988,22.04,456.01,80.08,71.39,
930,1989,25.04,570.19,100.13,89.26,
930,1990,-0.13,569.47,100.00,89.15,
930,1991,-4.99,541.03,95.01,84.70,
930,1992,-2.91,525.29,92.24,82.23,
930,1993,-6.17,492.86,86.55,77.16,
930,1994,-3.65,474.86,83.39,74.34,
930,1995,-0.82,470.95,82.70,73.73,
930,1996,0.43,472.99,83.06,74.05,
930,1997,2.42,484.42,85.06,75.84,
930,1998,7.34,519.97,91.31,81.40,
930,1999,7.88,560.96,98.50,87.82,
930,2000,13.87,638.77,112.17,100.00,
930,2001,9.44,699.09,122.76,109.44,
930,2002,13.61,794.24,139.47,124.34,
930,2003,12.35,892.31,156.69,139.69,
930,2004,22.18,1090.19,191.44,170.67,
930,2005,23.14,1342.42,235.73,210.16,
930,2006,9.63,1471.67,258.43,230.39,
930,2007,-6.19,1380.60,242.43,216.13,
930,2008,-18.88,1120.00,196.67,175.34,
930,2009,-13.17,972.47,170.77,152.24,
930,2010,-0.77,964.95,169.45,151.06,
930,2011,-6.19,905.18,158.95,141.71,
930,2012,-1.68,890.01,156.29,139.33,
930,2013,10.59,984.25,172.84,154.09,
930,2014,14.05,1122.53,197.12,175.73,
930,2015,3.48,1161.59,203.98,181.85,
930,2016,7.08,1243.80,218.41,194.72,
931,1975,.,100.00,17.68,11.20,
931,1976,21.41,121.41,21.47,13.60,
931,1977,22.91,149.23,26.39,16.72,
931,1978,18.40,176.69,31.24,19.79,
931,1979,18.69,209.70,37.08,23.49,
931,1980,13.81,238.65,42.20,26.73,
931,1981,14.16,272.45,48.18,30.52,
931,1982,-2.02,266.94,47.20,29.90,
931,1983,0.70,268.81,47.53,30.11,
931,1984,7.80,289.78,51.24,32.46,
931,1985,11.38,322.74,57.07,36.15,
931,1986,9.12,352.18,62.27,39.45,
931,1987,14.94,404.81,71.58,45.34,
931,1988,25.20,506.80,89.61,56.77,
931,1989,10.70,561.01,99.20,62.84,
931,1990,0.81,565.53,100.00,63.35,
931,1991,-1.12,559.19,98.88,62.64,
931,1992,-2.57,544.84,96.34,61.03,
931,1993,-4.15,522.25,92.35,58.50,
931,1994,-0.82,517.99,91.59,58.02,
931,1995,3.15,534.32,94.48,59.85,
931,1996,0.88,539.01,95.31,60.38,
931,1997,6.00,571.37,101.03,64.00,
931,1998,12.80,644.51,113.96,72.19,
931,1999,12.56,725.44,128.28,81.26,
931,2000,23.06,892.76,157.86,100.00,
931,2001,10.52,986.64,174.46,110.52,
931,2002,12.47,1109.68,196.22,124.30,
931,2003,8.09,1199.48,212.10,134.36,
931,2004,16.35,1395.63,246.78,156.33,
931,2005,22.45,1708.90,302.17,191.42,
931,2006,5.14,1796.69,317.70,201.25,
931,2007,-4.88,1709.04,302.20,191.43,
931,2008,-10.17,1535.20,271.46,171.96,
931,2009,-9.25,1393.25,246.36,156.06,
931,2010,-3.70,1341.68,237.24,150.28,
931,2011,-6.16,1259.04,222.63,141.03,
931,2012,-1.27,1243.09,219.81,139.24,
931,2013,10.04,1367.87,241.87,153.22,
931,2014,13.43,1551.54,274.35,173.79,
931,2015,4.86,1626.89,287.67,182.23,
931,2016,6.27,1728.94,305.72,193.66,
932,1975,.,100.00,34.64,29.59,
932,1976,12.08,112.08,38.82,33.16,
932,1977,18.10,132.37,45.85,39.17,
932,1978,22.59,162.27,56.20,48.01,
932,1979,15.21,186.95,64.75,55.32,
932,1980,7.67,201.29,69.72,59.56,
932,1981,7.32,216.02,74.82,63.91,
932,1982,4.85,226.50,78.45,67.02,
932,1983,-0.80,224.68,77.82,66.48,
932,1984,0.60,226.02,78.29,66.88,
932,1985,2.58,231.85,80.30,68.60,
932,1986,2.28,237.15,82.14,70.17,
932,1987,0.90,239.28,82.88,70.80,
932,1988,2.71,245.77,85.12,72.72,
932,1989,8.17,265.86,92.08,78.66,
932,1990,8.60,288.72,100.00,85.42,
932,1991,7.89,311.49,107.89,92.16,
932,1992,3.49,322.37,111.66,95.38,
932,1993,1.48,327.16,113.32,96.80,
932,1994,-0.86,324.35,112.34,95.97,
932,1995,-0.04,324.23,112.30,95.93,
932,1996,0.34,325.32,112.68,96.25,
932,1997,-0.05,325.15,112.62,96.20,
932,1998,2.55,333.43,115.49,98.65,
932,1999,0.29,334.41,115.83,98.94,
932,2000,1.07,337.98,117.06,100.00,
932,2001,6.38,359.55,124.54,106.38,
932,2002,5.96,380.99,131.96,112.73,
932,2003,8.17,412.12,142.74,121.94,
932,2004,22.72,505.74,175.17,149.64,
932,2005,30.05,657.73,227.81,194.61,
932,2006,14.57,753.55,261.00,222.96,
932,2007,-3.18,729.60,252.70,215.87,
932,2008,-17.05,605.19,209.61,179.06,
932,2009,-19.51,487.11,168.72,144.12,
932,2010,-8.14,447.46,154.98,132.39,
932,2011,-7.79,412.59,142.91,122.08,
932,2012,-1.36,406.98,140.96,120.42,
932,2013,8.01,439.60,152.26,130.07,
932,2014,12.29,493.62,170.97,146.05,
932,2015,5.72,521.85,180.75,154.40,
932,2016,6.61,556.33,192.69,164.60,
933,1975,.,100.00,36.18,32.73,
933,1976,22.85,122.85,44.45,40.21,
933,1977,16.60,143.24,51.83,46.88,
933,1978,15.73,165.78,59.98,54.26,
933,1979,11.14,184.25,66.67,60.31,
933,1980,7.79,198.60,71.86,65.00,
933,1981,8.31,215.10,77.83,70.40,
933,1982,5.11,226.10,81.81,74.00,
933,1983,3.08,233.06,84.33,76.28,
933,1984,1.83,237.32,85.87,77.68,
933,1985,2.86,244.11,88.33,79.90,
933,1986,2.36,249.87,90.41,81.78,
933,1987,-0.58,248.41,89.88,81.31,
933,1988,-0.33,247.58,89.58,81.03,
933,1989,4.11,257.76,93.27,84.37,
933,1990,7.22,276.37,100.00,90.46,
933,1991,6.84,295.26,106.84,96.64,
933,1992,3.55,305.73,110.63,100.07,
933,1993,-0.47,304.31,110.11,99.60,
933,1994,-3.26,294.38,106.52,96.35,
933,1995,-3.15,285.12,103.17,93.32,
933,1996,-0.49,283.72,102.66,92.86,
933,1997,0.14,284.10,102.80,92.99,
933,1998,3.26,293.35,106.15,96.02,
933,1999,1.07,296.48,107.28,97.04,
933,2000,3.05,305.52,110.55,100.00,
933,2001,7.22,327.57,118.53,107.22,
933,2002,8.84,356.54,129.01,116.70,
933,2003,11.43,397.31,143.76,130.04,
933,2004,26.39,502.17,181.70,164.36,
933,2005,34.69,676.39,244.74,221.39,
933,2006,13.85,770.04,278.63,252.04,
933,2007,-6.67,718.69,260.05,235.23,
933,2008,-24.92,539.61,195.25,176.62,
933,2009,-22.70,417.10,150.92,136.52,
933,2010,-6.40,390.42,141.27,127.79,
933,2011,-6.52,364.98,132.06,119.46,
933,2012,4.33,380.78,137.78,124.63,
933,2013,14.48,435.91,157.73,142.68,
933,2014,15.05,501.53,181.47,164.15,
933,2015,3.95,521.32,188.63,170.63,
933,2016,1.78,530.59,191.99,173.67,
934,1975,.,100.00,19.10,16.25,
934,1976,22.36,122.36,23.38,19.88,
934,1977,22.57,149.98,28.65,24.37,
934,1978,21.24,181.84,34.74,29.54,
934,1979,13.25,205.93,39.34,33.46,
934,1980,13.05,232.79,44.48,37.82,
934,1981,9.56,255.04,48.73,41.43,
934,1982,5.27,268.49,51.29,43.62,
934,1983,1.92,273.63,52.28,44.46,
934,1984,5.19,287.85,54.99,46.76,
934,1985,5.26,303.00,57.89,49.23,
934,1986,4.68,317.17,60.59,51.53,
934,1987,3.68,328.84,62.82,53.42,
934,1988,10.48,363.30,69.41,59.02,
934,1989,29.87,471.83,90.14,76.66,
934,1990,10.93,523.43,100.00,85.04,
934,1991,-2.68,509.41,97.32,82.76,
934,1992,-3.77,490.22,93.66,79.64,
934,1993,-5.33,464.09,88.66,75.40,
934,1994,-2.27,453.56,86.65,73.69,
934,1995,-2.26,443.28,84.69,72.02,
934,1996,0.35,444.85,84.99,72.27,
934,1997,2.50,455.97,87.11,74.08,
934,1998,6.50,485.59,92.77,78.89,
934,1999,8.25,525.65,100.43,85.40,
934,2000,17.10,615.52,117.59,100.00,
934,2001,14.50,704.76,134.64,114.50,
934,2002,14.55,807.32,154.24,131.16,
934,2003,10.60,892.93,170.59,145.07,
934,2004,19.08,1063.29,203.14,172.75,
934,2005,21.38,1290.61,246.57,209.68,
934,2006,4.59,1349.82,257.88,219.30,
934,2007,-7.15,1253.28,239.44,203.61,
934,2008,-14.40,1072.83,204.96,174.30,
934,2009,-11.22,952.44,181.96,154.74,
934,2010,-6.99,885.88,169.25,143.92,
934,2011,-7.59,818.61,156.39,132.99,
934,2012,-0.09,817.90,156.26,132.88,
934,2013,8.89,890.63,170.15,144.70,
934,2014,13.64,1012.08,193.36,164.43,
934,2015,5.09,1063.58,203.20,172.79,
934,2016,7.96,1148.20,219.36,186.54,
935,1975,.,100.00,30.62,35.02,
935,1976,0.88,100.88,30.89,35.33,
935,1977,20.72,121.78,37.29,42.65,
935,1978,16.71,142.14,43.52,49.78,
935,1979,16.36,165.40,50.64,57.92,
935,1980,17.52,194.37,59.51,68.07,
935,1981,3.75,201.66,61.74,70.62,
935,1982,-0.56,200.53,61.40,70.23,
935,1983,3.15,206.85,63.33,72.44,
935,1984,4.51,216.19,66.19,75.71,
935,1985,0.76,217.82,66.69,76.28,
935,1986,3.76,226.02,69.20,79.15,
935,1987,5.10,237.54,72.73,83.19,
935,1988,8.02,256.59,78.56,89.86,
935,1989,18.62,304.37,93.19,106.59,
935,1990,7.31,326.61,100.00,114.38,
935,1991,-6.08,306.76,93.92,107.43,
935,1992,-3.54,295.90,90.60,103.62,
935,1993,-4.90,281.39,86.16,98.54,
935,1994,-7.43,260.47,79.75,91.22,
935,1995,-6.31,244.05,74.72,85.46,
935,1996,-0.72,242.28,74.18,84.84,
935,1997,-2.96,235.10,71.98,82.33,
935,1998,11.92,263.12,80.56,92.14,
935,1999,4.14,274.01,83.89,95.96,
935,2000,4.21,285.55,87.43,100.00,
935,2001,11.19,317.52,97.22,111.19,
935,2002,10.35,350.37,107.28,122.70,
935,2003,12.09,392.74,120.25,137.53,
935,2004,26.28,495.94,151.85,173.67,
